,index,Size_Class,Curb_Wgt,ABS,Airbag_D,SSF,Drive,TireSize,StabilityControl,BrakeAssist,TractionControl,AdjUpperBeltFront,AdjUpperBeltRear,Pretensioner,IntegratedSeat,RearCtrLapShldrBelt,AdvanceAirbagFeature,SideAirbag,HeadAirbag,HeadAirbagRollover,RearSeatHeadRestraint,DynamicHeadRestraint,BuiltInChildSeat,Roll_Stability,SafetyPowerWindows,WheelsDriven
742,3822,Sport Utility Vehicle,3625.0,N/A,N/A,1.2,FWD,235/55R17,S,S,S,S,S,SF,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
743,3823,Medium Passenger Car,3404.0,N/A,N/A,1.3,FWD,P205/50R17,A,S,A,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,A,Se,FWD
744,3824,Medium Passenger Car,3309.0,N/A,N/A,1.49,FWD,P205/65R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
745,3825,Heavy Passenger Car,4012.0,N/A,N/A,1.33,FWD,P225/60R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,RWD/AWD
746,3826,Sport Utility Vehicle,4905.0,N/A,N/A,1.22,FWD,P245/65R17,S,S,S,S,S,SF,A,S,S,STAPS1,SC3,False,S,S,A,A,SnSe,AWD/FWD
747,3875,Heavy Passenger Car,4240.0,N/A,N/A,1.44,RWD,P235/55R17,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,RWD/AWD
748,3876,Heavy Passenger Car,4066.0,N/A,N/A,1.4,FWD,P245/50R18,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
749,3877,Heavy Passenger Car,4022.0,N/A,N/A,1.45,RWD,P235/50R17,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
750,3878,Medium Passenger Car,3258.0,N/A,N/A,1.36,FWD,P235/45R17,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD/AWD
751,3879,Medium Passenger Car,3258.0,N/A,N/A,1.34,FWD,P235/45R17,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD/AWD
752,4040,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,A,S,S,A,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
753,4041,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,A,S,S,A,SF,A,A,S,N/A,OC2,False,A,A,A,A,Se,RWD/AWD
754,4042,Pickup,4044.0,N/A,N/A,1.2,2WD,P205/75R15,S,A,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
755,4043,Pickup,4044.0,N/A,N/A,1.2,2WD,P205/75R15,S,A,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
756,4044,Medium Passenger Car,3003.0,N/A,N/A,1.59,RWD,225/45R18,O,A,O,A,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,RWD
757,4045,Sport Utility Vehicle,3917.0,N/A,N/A,1.28,FWD,P235/60R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
758,4046,Compact Passenger Car,2829.0,N/A,N/A,1.43,FWD,P205/50R17,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
759,4047,Compact Passenger Car,2829.0,N/A,N/A,1.43,FWD,P205/50R17,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
760,4048,Sport Utility Vehicle,4456.0,N/A,N/A,1.27,FWD,P245/60R18,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
761,4049,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,S,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
762,4050,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,S,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
763,4051,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD/AWD
764,4052,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,S,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD/AWD
765,4060,Sport Utility Vehicle,3616.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
766,4061,Sport Utility Vehicle,3616.0,N/A,N/A,1.14,FWD,P235/60R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
767,4062,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD/AWD
768,4063,Medium Passenger Car,3376.0,N/A,N/A,1.53,RWD,P235/55R17,A,A,O,A,A,SF,A,S,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
769,4064,Heavy Passenger Car,3534.0,N/A,N/A,1.53,RWD,P235/55R17,A,A,O,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
770,4065,Sport Utility Vehicle,3616.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
771,4066,Sport Utility Vehicle,3616.0,N/A,N/A,1.14,FWD,P235/60R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
772,4067,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,O,Se,AWD/2WD
773,4068,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,O,Se,AWD/2WD
774,4070,Van,6252.0,N/A,N/A,1.07,RWD,LT245/75R16,S,A,O,S,A,SF,S,S,A,N/A,N/A,False,A,A,A,A,Se,RWD
775,4071,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,A,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,A,S,Se,RWD/AWD
776,4072,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,A,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,A,S,Se,RWD/4WD
777,4073,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,S,Se,RWD/AWD
778,4074,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,S,Se,RWD/AWD
779,4075,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,S,SnSe,RWD/AWD
780,4077,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,S,S,S,S,SF,A,S,S,STS1,SC3,False,S,S,A,A,Se,FWD
781,4078,Sport Utility Vehicle,3994.0,N/A,N/A,1.22,FWD,P235/60R18,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,S,A,A,Se,FWD/AWD
782,4079,Sport Utility Vehicle,3364.0,N/A,N/A,1.18,FWD,P215/65R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
783,4080,Sport Utility Vehicle,4320.0,N/A,N/A,1.23,FWD,P245/60R18,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,FWD/AWD
784,4100,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
785,4101,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,S,SnSe,RWD/AWD
786,4103,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,Se,RWD/AWD
787,4104,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,Se,RWD/AWD
788,4111,Medium Passenger Car,3331.0,N/A,N/A,1.44,FWD,P225/50R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
789,4112,Heavy Passenger Car,3843.0,N/A,N/A,1.42,FWD,P235/55R17,S,S,S,S,A,SF,A,S,S,STS2,SC2,False,S,S,A,A,SnSe,FWD
790,4113,Mini Passenger Car,1800.0,N/A,N/A,1.16,RWD,155/60R15,S,S,S,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Ae,RWD
791,4115,Sport Utility Vehicle,5538.0,N/A,N/A,1.16,RWD,P265/70R18,S,S,S,S,S,SF,O,S,S,OTS1,SC3,False,S,S,A,A,SnSe,RWD/4WD
792,4116,Sport Utility Vehicle,4740.0,N/A,N/A,1.22,RWD,255/50R19,S,S,S,S,A,SF/SR,A,S,S,STS2,SC2,False,S,S,A,A,SnSe,AWD
793,4118,Sport Utility Vehicle,4315.0,N/A,N/A,1.18,RWD,P225/75R16,S,S,S,S,A,SF,A,S,S,OBS1,OB1,False,S,A,A,A,N/A,RWD/AWD
794,4120,Sport Utility Vehicle,4194.0,N/A,N/A,1.11,RWD,P225/75R16,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
795,4121,Sport Utility Vehicle,3788.0,N/A,N/A,1.19,FWD,P225/55R18,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
796,4122,Medium Passenger Car,3441.0,N/A,N/A,1.42,FWD,P215/60R16,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
797,4123,Compact Passenger Car,2896.0,N/A,N/A,1.36,FWD,P215/45R18,O,S,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
798,4124,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,A,A,A,A,Se,RWD/AWD
799,4125,Pickup,4526.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
800,4127,Mini Passenger Car,1800.0,N/A,N/A,1.16,RWD,155/60R15,S,S,S,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
801,4143,Medium Passenger Car,3252.0,N/A,N/A,1.4,FWD,P215/50R17,S,O,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD
802,4145,Compact Passenger Car,2562.0,N/A,N/A,1.37,FWD,P185/65R14,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,O,A,A,Ae,FWD
803,4146,Medium Passenger Car,3461.0,N/A,N/A,1.32,FWD,P205/60R16,S,S,S,S,A,SF,A,S,S,STS1,SC2/3,False,S,S,A,A,Se,FWD
804,4147,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,S,S,S,S,SF,S,S,S,STS1,SC3,False,S,S,A,A,Se,FWD
805,4148,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,S,S,S,S,SF,A,S,S,STS1,SC3,False,S,S,A,A,Se,FWD
806,4149,Sport Utility Vehicle,4165.0,N/A,N/A,1.16,RWD,P245/70R16,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,S,A,A,Se,RWD/AWD
807,4150,Compact Passenger Car,2890.0,N/A,N/A,1.32,FWD,P205/50R16,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,O,A,A,Ae,FWD
808,4151,Compact Passenger Car,2890.0,N/A,N/A,1.32,FWD,P205/50R16,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,O,A,A,Ae,FWD
809,4152,Sport Utility Vehicle,2878.0,N/A,N/A,1.17,FWD,P215/65R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
810,4153,Compact Passenger Car,2522.0,N/A,N/A,1.35,FWD,P195/55R15,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Ae,FWD
811,4154,Compact Passenger Car,2878.0,N/A,N/A,1.42,FWD,P195/65R15,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD
812,4161,Sport Utility Vehicle,3616.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
813,4162,Sport Utility Vehicle,3616.0,N/A,N/A,1.14,FWD,P235/60R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
814,4166,Sport Utility Vehicle,3162.0,N/A,N/A,1.29,FWD,P215/55R16,O,O,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,N/A,FWD
815,4174,Sport Utility Vehicle,4441.0,N/A,N/A,1.21,RWD,P235/65R17,S,S,S,S,S,SF,S,S,S,STS1,SC2,False,S,A,A,A,Sn,RWD/AWD
816,4175,Sport Utility Vehicle,3815.0,N/A,N/A,1.2,FWD,P235/65R16,S,A,S,S,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,N/A,FWD/AWD
817,4176,Sport Utility Vehicle,3815.0,N/A,N/A,1.2,FWD,P235/65R16,S,A,S,S,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,N/A,FWD/AWD
818,4177,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,A,S,S,S,SF,A,S,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
819,4178,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,O,S,S,SF,A,S,A,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
820,4179,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
821,4180,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
822,4181,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,A,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
823,4182,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,A,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
824,4183,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,A,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
825,4184,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
826,4185,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
827,4186,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
828,4187,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
829,4188,Sport Utility Vehicle,5750.0,N/A,N/A,1.14,RWD,P265/70R17,S,A,S,S,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,Se,RWD/4WD
830,4190,Sport Utility Vehicle,5756.0,N/A,Std,1.13,RWD,P265/70R17,S,A,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,A,A,Se,RWD/AWD
831,4191,Sport Utility Vehicle,5756.0,N/A,N/A,1.13,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,A,Se,RWD/AWD
832,4192,Compact Passenger Car,2749.0,N/A,N/A,1.43,FWD,P205/55R16,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,OnSe,FWD
833,4193,Compact Passenger Car,2640.0,N/A,N/A,1.44,FWD,P205/55R16,O,O,O,A,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,OnSe,FWD
834,4194,Compact Passenger Car,2749.0,N/A,N/A,1.43,FWD,P195/65R15,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
835,4195,Compact Passenger Car,2749.0,N/A,N/A,1.43,FWD,P195/65R15,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
836,4196,Compact Passenger Car,2545.0,N/A,N/A,1.57,RWD,205/55R16,S,S,S,A,A,SF,A,A,S,N/A,N/A,False,A,A,A,A,Se,RWD
837,4197,Sport Utility Vehicle,5756.0,N/A,N/A,1.13,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,S,SnSe,AWD
838,4198,Sport Utility Vehicle,3162.0,N/A,N/A,1.29,FWD,P215/55R16,S,S,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
839,4200,Heavy Passenger Car,3562.0,N/A,N/A,1.39,FWD,P225/60R16,O,A,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
840,4201,Heavy Passenger Car,3843.0,N/A,N/A,1.42,FWD,P235/55R17,S,S,S,S,A,SF,A,S,S,STS2,SC2,False,S,O,A,A,SnSe,FWD
841,4202,Pickup,5272.0,N/A,N/A,1.19,RWD,P265/70R18,O,O,O,S,A,SF,O,S,S,OTS1,OC2,False,S,S,A,A,SnSe,RWD/4WD
842,4203,Pickup,5073.0,N/A,N/A,1.19,RWD,P265/70R18,O,O,O,S,A,SF,O,S,S,OTS1,OC2,False,S,S,A,A,SeOn,RWD/4WD
843,4204,Sport Utility Vehicle,5538.0,N/A,N/A,1.16,RWD,P265/70R18,S,S,S,S,S,SF,O,S,S,STS1,SC3,False,S,S,A,A,SnSe,RWD/AWD
844,4206,Compact Passenger Car,2704.0,N/A,N/A,1.3,FWD,P185/65R15,A,O,A,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD
845,4207,Compact Passenger Car,2704.0,N/A,N/A,1.3,FWD,P185/65R15,A,O,A,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD
846,4208,Sport Utility Vehicle,3952.0,N/A,N/A,1.2,FWD,P235/65/R16,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
847,4209,Sport Utility Vehicle,3952.0,N/A,N/A,1.2,FWD,P235/65/R16,S,S,S,S,S,SF,S,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
848,4210,Sport Utility Vehicle,3952.0,N/A,N/A,1.2,FWD,P235/65/R16,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
849,4211,Sport Utility Vehicle,3952.0,N/A,N/A,1.2,FWD,P235/65/R16,S,S,S,S,S,SF,S,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
850,4213,Medium Passenger Car,3450.0,N/A,N/A,1.46,FWD,P225/50R17,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
851,4214,Medium Passenger Car,3326.0,N/A,N/A,1.39,FWD,P215/60R17,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
852,4215,Heavy Passenger Car,3774.0,N/A,N/A,1.38,FWD,P215/65R16,O,O,O,S,A,SF,S,A,S,SBS1,SB1,False,A,A,A,A,Se,FWD
853,4216,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,O,A,SnSe,FWD
854,4217,Van,3278.0,N/A,N/A,1.31,FWD,P195/65R15,A,A,O,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,N/A,FWD
855,4218,Sport Utility Vehicle,3486.0,N/A,N/A,1.22,FWD,P225/65R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,AWD/FWD
856,4219,Sport Utility Vehicle,3446.0,N/A,N/A,1.15,FWD,P215/70R16,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,AWD/FWD
857,4220,Van,4370.0,N/A,N/A,1.3,FWD,235/65R16,S,S,S,S,S,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,FWD
858,4222,Heavy Passenger Car,3710.0,N/A,N/A,1.41,RWD,P215/65R17,O,O,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,SnSe,RWD/AWD
859,4223,Sport Utility Vehicle,5034.0,N/A,N/A,1.16,RWD,P245/70R17,S,S,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,A,A,SnSe,RWD/AWD
860,4224,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,O,A,SnSe,FWD
861,4225,Medium Passenger Car,3052.0,N/A,N/A,1.26,FWD,P205/70R15,O,O,O,S,A,SF,A,S,S,OTS1,SC2,False,S,A,A,A,Se,FWD
862,4226,Heavy Passenger Car,3710.0,N/A,N/A,1.41,RWD,P215/65R17,O,O,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,SnSe,RWD/AWD
863,4233,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,A,S,S,S,SF,A,S,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
864,4235,Heavy Passenger Car,3550.0,N/A,N/A,1.45,RWD,P225/55R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,RWD/AWD
865,4238,Heavy Passenger Car,3616.0,N/A,N/A,1.57,2WD,225/45R18,O,S,S,A,A,SF,A,A,S,STS1,N/A,False,A,S,A,A,SnSe,RWD
866,4239,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,A,S,S,S,SF,A,S,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
867,4240,Sport Utility Vehicle,4646.0,N/A,N/A,1.17,RWD,P245/70R16,S,A,S,A,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,Se,RWD/AWD
868,4241,Sport Utility Vehicle,4646.0,N/A,N/A,1.17,RWD,P245/70R16,S,A,S,A,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,Se,RWD/AWD
869,4242,Van,5372.0,N/A,N/A,1.09,RWD,P245/75R16,S,A,S,S,A,SF,S,S,S,N/A,SC3,False,A,A,A,A,Se,RWD
870,4244,Van,5372.0,N/A,N/A,1.09,RWD,P245/75R16,S,A,S,S,A,SF,A,S,S,N/A,SC3,False,A,A,A,A,Se,RWD
871,4245,Sport Utility Vehicle,4322.0,N/A,N/A,1.25,FWD,P245/60R18,S,A,S,S,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
872,4246,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,SBS1,SB1,False,A,A,A,A,Se,RWD
873,4247,Compact Passenger Car,2684.0,N/A,N/A,1.33,FWD,P195/60R15,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
874,4248,Compact Passenger Car,2662.0,N/A,N/A,1.3,FWD,P205/50R16,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD
875,4249,Heavy Passenger Car,3725.0,N/A,N/A,1.43,FWD,P215/60R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
876,4250,Sport Utility Vehicle,4111.0,N/A,N/A,1.29,FWD,P215/65R17,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,A,Se,FWD/AWD
877,4251,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
878,4252,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
879,4253,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,A,S,S,A,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
880,4254,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,A,S,S,A,SF,A,A,S,N/A,OC2,False,A,A,A,A,Se,RWD/AWD
881,4255,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,A,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
882,4256,Heavy Passenger Car,3556.0,N/A,N/A,1.39,FWD,P225/60R16,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
883,4257,Compact Passenger Car,2934.0,N/A,N/A,1.65,RWD,P245/45R18,S,A,S,A,A,SF,A,A,A,N/A,N/A,False,A,A,A,A,Se,RWD
884,4258,Compact Passenger Car,2934.0,N/A,N/A,1.65,RWD,P245/45R18,S,A,S,A,A,SF,A,A,A,N/A,N/A,False,A,A,A,A,Se,RWD
885,4259,Compact Passenger Car,2824.0,N/A,N/A,1.41,FWD,P205/55R16,O,O,O,A,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
886,4260,Compact Passenger Car,2824.0,N/A,N/A,1.4,FWD,P195/60R15,O,O,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
887,4261,Compact Passenger Car,2824.0,N/A,N/A,1.41,FWD,P205/55R16,O,O,O,A,S,SF,A,S,S,N/A,SC2,False,S,A,A,A,Se,FWD
888,4262,Light Passenger Car,2459.0,N/A,N/A,1.32,FWD,P185/60R14,A,A,A,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,Ae,FWD
889,4263,Compact Passenger Car,2551.0,N/A,N/A,1.32,FWD,P185/60R14,A,A,A,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,Ae,FWD
890,4264,Medium Passenger Car,3430.0,N/A,N/A,1.41,FWD,P225/50R17,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
891,4265,Medium Passenger Car,3430.0,N/A,N/A,1.41,FWD,P225/50R17,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
892,4267,Medium Passenger Car,3430.0,N/A,N/A,1.46,FWD,P225/50R17,O,O,S,A,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
893,4268,Medium Passenger Car,3430.0,N/A,N/A,1.43,FWD,P225/50R17,O,O,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
894,4269,Heavy Passenger Car,3552.0,N/A,N/A,1.38,FWD,P225/50R18,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
